student_type,assessment,performance,learning_rate,old_mastery,new_mastery
struggling,18,0.4,0.7,0.3522960866567301,0.38568882599701904
struggling,19,0.32,0.7,0.38568882599701904,0.3397066477991057
struggling,20,0.36,0.7,0.3397066477991057,0.3539119943397317
struggling,1,0.35,0.8,0.5,0.38
struggling,2,0.4,0.8,0.38,0.396
struggling,3,0.3,0.8,0.396,0.3192
struggling,4,0.38,0.8,0.3192,0.36784
struggling,5,0.32,0.8,0.36784,0.32956799999999997
struggling,6,0.42,0.8,0.32956799999999997,0.4019136
struggling,7,0.35,0.8,0.4019136,0.36038272
struggling,8,0.3,0.8,0.36038272,0.31207654399999996
struggling,9,0.4,0.8,0.31207654399999996,0.3824153088
struggling,10,0.33,0.8,0.3824153088,0.34048306176
struggling,11,0.36,0.8,0.34048306176,0.35609661235199996
struggling,12,0.41,0.8,0.35609661235199996,0.3992193224704
struggling,13,0.34,0.8,0.3992193224704,0.35184386449408
struggling,14,0.38,0.8,0.35184386449408,0.374368772898816
struggling,15,0.31,0.8,0.374368772898816,0.3228737545797632
struggling,16,0.37,0.8,0.3228737545797632,0.36057475091595265
struggling,17,0.35,0.8,0.36057475091595265,0.3521149501831905
struggling,18,0.4,0.8,0.3521149501831905,0.3904229900366381
struggling,19,0.32,0.8,0.3904229900366381,0.3340845980073276
struggling,20,0.36,0.8,0.3340845980073276,0.3548169196014655
struggling,1,0.35,0.9,0.5,0.365
struggling,2,0.4,0.9,0.365,0.3965
struggling,3,0.3,0.9,0.3965,0.30965
struggling,4,0.38,0.9,0.30965,0.372965
struggling,5,0.32,0.9,0.372965,0.3252965
struggling,6,0.42,0.9,0.3252965,0.41052964999999997
struggling,7,0.35,0.9,0.41052964999999997,0.356052965
struggling,8,0.3,0.9,0.356052965,0.3056052965
struggling,9,0.4,0.9,0.3056052965,0.39056052965000004
struggling,10,0.33,0.9,0.39056052965000004,0.336056052965
struggling,11,0.36,0.9,0.336056052965,0.3576056052965
struggling,12,0.41,0.9,0.3576056052965,0.40476056052965
struggling,13,0.34,0.9,0.40476056052965,0.346476056052965
struggling,14,0.38,0.9,0.346476056052965,0.37664760560529653
struggling,15,0.31,0.9,0.37664760560529653,0.31666476056052967
struggling,16,0.37,0.9,0.31666476056052967,0.36466647605605296
struggling,17,0.35,0.9,0.36466647605605296,0.35146664760560525
struggling,18,0.4,0.9,0.35146664760560525,0.39514666476056054
struggling,19,0.32,0.9,0.39514666476056054,0.32751466647605604
struggling,20,0.36,0.9,0.32751466647605604,0.3567514666476056
inconsistent,1,0.8,0.1,0.5,0.53
inconsistent,2,0.3,0.1,0.53,0.507
inconsistent,3,0.9,0.1,0.507,0.5463
inconsistent,4,0.4,0.1,0.5463,0.53167
inconsistent,5,0.75,0.1,0.53167,0.553503
inconsistent,6,0.25,0.1,0.553503,0.5231527
inconsistent,7,0.85,0.1,0.5231527,0.55583743
inconsistent,8,0.35,0.1,0.55583743,0.535253687
inconsistent,9,0.95,0.1,0.535253687,0.5767283182999999
inconsistent,10,0.45,0.1,0.5767283182999999,0.5640554864699999
inconsistent,11,0.7,0.1,0.5640554864699999,0.5776499378229999
inconsistent,12,0.3,0.1,0.5776499378229999,0.5498849440406999
inconsistent,13,0.88,0.1,0.5498849440406999,0.5828964496366299
inconsistent,14,0.42,0.1,0.5828964496366299,0.5666068046729669
inconsistent,15,0.78,0.1,0.5666068046729669,0.5879461242056702
inconsistent,16,0.28,0.1,0.5879461242056702,0.5571515117851031
inconsistent,17,0.92,0.1,0.5571515117851031,0.5934363606065929
inconsistent,18,0.38,0.1,0.5934363606065929,0.5720927245459336
inconsistent,19,0.82,0.1,0.5720927245459336,0.5968834520913403
inconsistent,20,0.33,0.1,0.5968834520913403,0.5701951068822063
inconsistent,1,0.8,0.2,0.5,0.56
inconsistent,2,0.3,0.2,0.56,0.508
inconsistent,3,0.9,0.2,0.508,0.5864
inconsistent,4,0.4,0.2,0.5864,0.54912
inconsistent,5,0.75,0.2,0.54912,0.589296
inconsistent,6,0.25,0.2,0.589296,0.5214368
inconsistent,7,0.85,0.2,0.5214368,0.58714944
inconsistent,8,0.35,0.2,0.58714944,0.539719552
inconsistent,9,0.95,0.2,0.539719552,0.6217756416
inconsistent,10,0.45,0.2,0.6217756416,0.58742051328
inconsistent,11,0.7,0.2,0.58742051328,0.609936410624
inconsistent,12,0.3,0.2,0.609936410624,0.5479491284992
inconsistent,13,0.88,0.2,0.5479491284992,0.61435930279936
inconsistent,14,0.42,0.2,0.61435930279936,0.575487442239488
inconsistent,15,0.78,0.2,0.575487442239488,0.6163899537915905
inconsistent,16,0.28,0.2,0.6163899537915905,0.5491119630332724
inconsistent,17,0.92,0.2,0.5491119630332724,0.6232895704266179
inconsistent,18,0.38,0.2,0.6232895704266179,0.5746316563412943
inconsistent,19,0.82,0.2,0.5746316563412943,0.6237053250730354
inconsistent,20,0.33,0.2,0.6237053250730354,0.5649642600584284
inconsistent,1,0.8,0.3,0.5,0.59
inconsistent,2,0.3,0.3,0.59,0.503
inconsistent,3,0.9,0.3,0.503,0.6221
inconsistent,4,0.4,0.3,0.6221,0.55547
inconsistent,5,0.75,0.3,0.55547,0.613829
inconsistent,6,0.25,0.3,0.613829,0.5046803
inconsistent,7,0.85,0.3,0.5046803,0.60827621
inconsistent,8,0.35,0.3,0.60827621,0.530793347
inconsistent,9,0.95,0.3,0.530793347,0.6565553429
inconsistent,10,0.45,0.3,0.6565553429,0.59458874003
inconsistent,11,0.7,0.3,0.59458874003,0.626212118021
inconsistent,12,0.3,0.3,0.626212118021,0.5283484826147
inconsistent,13,0.88,0.3,0.5283484826147,0.63384393783029
inconsistent,14,0.42,0.3,0.63384393783029,0.569690756481203
inconsistent,15,0.78,0.3,0.569690756481203,0.6327835295368421
inconsistent,16,0.28,0.3,0.6327835295368421,0.5269484706757895
inconsistent,17,0.92,0.3,0.5269484706757895,0.6448639294730527
inconsistent,18,0.38,0.3,0.6448639294730527,0.5654047506311369
inconsistent,19,0.82,0.3,0.5654047506311369,0.6417833254417958
inconsistent,20,0.33,0.3,0.6417833254417958,0.5482483278092571
inconsistent,1,0.8,0.4,0.5,0.62
inconsistent,2,0.3,0.4,0.62,0.492
inconsistent,3,0.9,0.4,0.492,0.6552
inconsistent,4,0.4,0.4,0.6552,0.5531200000000001
inconsistent,5,0.75,0.4,0.5531200000000001,0.631872
inconsistent,6,0.25,0.4,0.631872,0.47912319999999997
inconsistent,7,0.85,0.4,0.47912319999999997,0.62747392
inconsistent,8,0.35,0.4,0.62747392,0.516484352
inconsistent,9,0.95,0.4,0.516484352,0.6898906112
inconsistent,10,0.45,0.4,0.6898906112,0.59393436672
inconsistent,11,0.7,0.4,0.59393436672,0.636360620032
inconsistent,12,0.3,0.4,0.636360620032,0.5018163720191999
inconsistent,13,0.88,0.4,0.5018163720191999,0.65308982321152
inconsistent,14,0.42,0.4,0.65308982321152,0.559853893926912
inconsistent,15,0.78,0.4,0.559853893926912,0.6479123363561472
inconsistent,16,0.28,0.4,0.6479123363561472,0.5007474018136884
inconsistent,17,0.92,0.4,0.5007474018136884,0.668448441088213
inconsistent,18,0.38,0.4,0.668448441088213,0.5530690646529278
inconsistent,19,0.82,0.4,0.5530690646529278,0.6598414387917567
inconsistent,20,0.33,0.4,0.6598414387917567,0.527904863275054
inconsistent,1,0.8,0.5,0.5,0.65
inconsistent,2,0.3,0.5,0.65,0.475
inconsistent,3,0.9,0.5,0.475,0.6875
inconsistent,4,0.4,0.5,0.6875,0.54375
inconsistent,5,0.75,0.5,0.54375,0.646875
inconsistent,6,0.25,0.5,0.646875,0.4484375
inconsistent,7,0.85,0.5,0.4484375,0.64921875
inconsistent,8,0.35,0.5,0.64921875,0.49960937499999997
inconsistent,9,0.95,0.5,0.49960937499999997,0.7248046874999999
inconsistent,10,0.45,0.5,0.7248046874999999,0.58740234375
inconsistent,11,0.7,0.5,0.58740234375,0.643701171875
inconsistent,12,0.3,0.5,0.643701171875,0.47185058593749996
inconsistent,13,0.88,0.5,0.47185058593749996,0.67592529296875
inconsistent,14,0.42,0.5,0.67592529296875,0.547962646484375
inconsistent,15,0.78,0.5,0.547962646484375,0.6639813232421875
inconsistent,16,0.28,0.5,0.6639813232421875,0.47199066162109377
inconsistent,17,0.92,0.5,0.47199066162109377,0.6959953308105469
inconsistent,18,0.38,0.5,0.6959953308105469,0.5379976654052734
inconsistent,19,0.82,0.5,0.5379976654052734,0.6789988327026366
inconsistent,20,0.33,0.5,0.6789988327026366,0.5044994163513183
inconsistent,1,0.8,0.6,0.5,0.68
inconsistent,2,0.3,0.6,0.68,0.452
inconsistent,3,0.9,0.6,0.452,0.7208
inconsistent,4,0.4,0.6,0.7208,0.52832
inconsistent,5,0.75,0.6,0.52832,0.661328
inconsistent,6,0.25,0.6,0.661328,0.4145312
inconsistent,7,0.85,0.6,0.4145312,0.67581248
inconsistent,8,0.35,0.6,0.67581248,0.480324992
inconsistent,9,0.95,0.6,0.480324992,0.7621299967999999
inconsistent,10,0.45,0.6,0.7621299967999999,0.57485199872
inconsistent,11,0.7,0.6,0.57485199872,0.649940799488
inconsistent,12,0.3,0.6,0.649940799488,0.4399763197952
inconsistent,13,0.88,0.6,0.4399763197952,0.70399052791808
inconsistent,14,0.42,0.6,0.70399052791808,0.533596211167232
inconsistent,15,0.78,0.6,0.533596211167232,0.6814384844668928
inconsistent,16,0.28,0.6,0.6814384844668928,0.44057539378675714
inconsistent,17,0.92,0.6,0.44057539378675714,0.7282301575147029
inconsistent,18,0.38,0.6,0.7282301575147029,0.5192920630058812
inconsistent,19,0.82,0.6,0.5192920630058812,0.6997168252023525
inconsistent,20,0.33,0.6,0.6997168252023525,0.47788673008094096
inconsistent,1,0.8,0.7,0.5,0.71
inconsistent,2,0.3,0.7,0.71,0.423
inconsistent,3,0.9,0.7,0.423,0.7569
inconsistent,4,0.4,0.7,0.7569,0.50707
inconsistent,5,0.75,0.7,0.50707,0.677121
inconsistent,6,0.25,0.7,0.677121,0.37813630000000004
inconsistent,7,0.85,0.7,0.37813630000000004,0.70844089
inconsistent,8,0.35,0.7,0.70844089,0.457532267
inconsistent,9,0.95,0.7,0.457532267,0.8022596800999999
inconsistent,10,0.45,0.7,0.8022596800999999,0.55567790403
inconsistent,11,0.7,0.7,0.55567790403,0.6567033712089999
inconsistent,12,0.3,0.7,0.6567033712089999,0.4070110113627
inconsistent,13,0.88,0.7,0.4070110113627,0.73810330340881
inconsistent,14,0.42,0.7,0.73810330340881,0.515430991022643
inconsistent,15,0.78,0.7,0.515430991022643,0.7006292973067929
inconsistent,16,0.28,0.7,0.7006292973067929,0.40618878919203794
inconsistent,17,0.92,0.7,0.40618878919203794,0.7658566367576114
inconsistent,18,0.38,0.7,0.7658566367576114,0.49575699102728343
inconsistent,19,0.82,0.7,0.49575699102728343,0.722727097308185
inconsistent,20,0.33,0.7,0.722727097308185,0.4478181291924555
inconsistent,1,0.8,0.8,0.5,0.74
inconsistent,2,0.3,0.8,0.74,0.38799999999999996
inconsistent,3,0.9,0.8,0.38799999999999996,0.7976
inconsistent,4,0.4,0.8,0.7976,0.47952
inconsistent,5,0.75,0.8,0.47952,0.6959040000000001
inconsistent,6,0.25,0.8,0.6959040000000001,0.3391808
inconsistent,7,0.85,0.8,0.3391808,0.7478361600000001
inconsistent,8,0.35,0.8,0.7478361600000001,0.42956723199999997
inconsistent,9,0.95,0.8,0.42956723199999997,0.8459134464
inconsistent,10,0.45,0.8,0.8459134464,0.52918268928
inconsistent,11,0.7,0.8,0.52918268928,0.6658365378559999
inconsistent,12,0.3,0.8,0.6658365378559999,0.3731673075712
inconsistent,13,0.88,0.8,0.3731673075712,0.7786334615142401
inconsistent,14,0.42,0.8,0.7786334615142401,0.491726692302848
inconsistent,15,0.78,0.8,0.491726692302848,0.7223453384605696
inconsistent,16,0.28,0.8,0.7223453384605696,0.3684690676921139
inconsistent,17,0.92,0.8,0.3684690676921139,0.8096938135384228
inconsistent,18,0.38,0.8,0.8096938135384228,0.46593876270768453
inconsistent,19,0.82,0.8,0.46593876270768453,0.7491877525415369
inconsistent,20,0.33,0.8,0.7491877525415369,0.4138375505083074
inconsistent,1,0.8,0.9,0.5,0.77
inconsistent,2,0.3,0.9,0.77,0.347
inconsistent,3,0.9,0.9,0.347,0.8447
inconsistent,4,0.4,0.9,0.8447,0.44447000000000003
inconsistent,5,0.75,0.9,0.44447000000000003,0.719447
inconsistent,6,0.25,0.9,0.719447,0.2969447
inconsistent,7,0.85,0.9,0.2969447,0.79469447
inconsistent,8,0.35,0.9,0.79469447,0.394469447
inconsistent,9,0.95,0.9,0.394469447,0.8944469447
inconsistent,10,0.45,0.9,0.8944469447,0.49444469447
inconsistent,11,0.7,0.9,0.49444469447,0.679444469447
inconsistent,12,0.3,0.9,0.679444469447,0.3379444469447
inconsistent,13,0.88,0.9,0.3379444469447,0.8257944446944699
inconsistent,14,0.42,0.9,0.8257944446944699,0.460579444469447
inconsistent,15,0.78,0.9,0.460579444469447,0.7480579444469447
inconsistent,16,0.28,0.9,0.7480579444469447,0.3268057944446945
inconsistent,17,0.92,0.9,0.3268057944446945,0.8606805794444695
inconsistent,18,0.38,0.9,0.8606805794444695,0.42806805794444697
inconsistent,19,0.82,0.9,0.42806805794444697,0.7808068057944446
inconsistent,20,0.33,0.9,0.7808068057944446,0.3750806805794445
